invoice_id,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,VAT,Total,Date,time,Payment_method,COGS,Gross_margin_percentage,Gross_income,Rating,WEEKDAY,Month_
864-24-7918,A,Abuja,Member,Female,"Sports and travel",24.49,10,12.25,257.15,2019-02-22,15:15:00,Cash,244.90,4.76,12.25,8.10,Friday,February
865-41-9075,A,Abuja,Normal,Male,"Food and beverages",11.53,7,4.04,84.75,2019-01-28,17:35:00,Cash,80.71,4.76,4.04,8.10,Monday,January
865-92-6136,A,Abuja,Normal,Male,"Food and beverages",52.75,3,7.91,166.16,2019-03-23,10:16:00,Ewallet,158.25,4.76,7.91,9.30,Saturday,March
866-05-7563,B,Lagos,Member,Female,"Electronic accessories",81.4,3,12.21,256.41,2019-02-09,19:43:00,Cash,244.20,4.76,12.21,4.80,Saturday,February
866-70-2814,B,Lagos,Normal,Female,"Electronic accessories",52.79,10,26.40,554.30,2019-02-25,11:58:00,Ewallet,527.90,4.76,26.40,10.00,Monday,February
867-47-1948,C,Kano,Normal,Female,"Home and lifestyle",15.8,10,7.90,165.90,2019-01-09,12:07:00,Cash,158.00,4.76,7.90,7.80,Wednesday,January
868-52-7573,B,Lagos,Normal,Female,"Food and beverages",99.69,5,24.92,523.37,2019-01-14,12:09:00,Cash,498.45,4.76,24.92,9.90,Monday,January
868-81-1752,B,Lagos,Normal,Male,"Home and lifestyle",22.02,9,9.91,208.09,2019-02-07,18:48:00,Cash,198.18,4.76,9.91,6.80,Thursday,February
870-54-3162,A,Abuja,Normal,Female,"Sports and travel",32.25,5,8.06,169.31,2019-01-27,13:26:00,Cash,161.25,4.76,8.06,9.00,Sunday,January
871-39-9221,C,Kano,Normal,Female,"Electronic accessories",12.45,6,3.74,78.44,2019-02-09,13:11:00,Cash,74.70,4.76,3.74,4.10,Saturday,February
873-51-0671,A,Abuja,Member,Female,"Sports and travel",21.98,7,7.69,161.55,2019-01-10,16:42:00,Ewallet,153.86,4.76,7.69,5.10,Thursday,January
873-95-4984,B,Lagos,Member,Female,"Health and beauty",76.9,7,26.92,565.22,2019-02-15,20:21:00,Cash,538.30,4.76,26.92,7.70,Friday,February
875-31-8302,B,Lagos,Normal,Male,"Sports and travel",93.38,1,4.67,98.05,2019-01-03,13:07:00,Cash,93.38,4.76,4.67,9.60,Thursday,January
875-46-5808,B,Lagos,Member,Male,"Health and beauty",25.9,10,12.95,271.95,2019-02-06,14:51:00,Ewallet,259.00,4.76,12.95,8.70,Wednesday,February
877-22-3308,A,Abuja,Member,Male,"Health and beauty",15.87,10,7.94,166.64,2019-03-13,16:40:00,Cash,158.70,4.76,7.94,5.80,Wednesday,March
880-35-0356,A,Abuja,Member,Female,"Sports and travel",75.2,3,11.28,236.88,2019-02-05,11:51:00,Ewallet,225.60,4.76,11.28,4.80,Tuesday,February
880-46-5796,A,Abuja,Member,Male,"Sports and travel",76.92,10,38.46,807.66,2019-03-17,19:53:00,Ewallet,769.20,4.76,38.46,5.60,Sunday,March
884-80-6021,A,Abuja,Member,Female,"Electronic accessories",73.47,10,36.74,771.44,2019-03-23,13:14:00,Ewallet,734.70,4.76,36.74,9.50,Saturday,March
885-17-6250,A,Abuja,Normal,Female,"Health and beauty",79.74,1,3.99,83.73,2019-03-06,10:36:00,Ewallet,79.74,4.76,3.99,7.30,Wednesday,March
885-56-0389,C,Kano,Member,Male,"Fashion accessories",52.35,1,2.62,54.97,2019-02-12,17:49:00,Cash,52.35,4.76,2.62,4.00,Tuesday,February
886-54-6089,A,Abuja,Normal,Female,"Home and lifestyle",11.43,6,3.43,72.01,2019-01-15,17:24:00,Cash,68.58,4.76,3.43,7.70,Tuesday,January
886-77-9084,C,Kano,Normal,Male,"Electronic accessories",71.89,8,28.76,603.88,2019-02-19,11:33:00,Ewallet,575.12,4.76,28.76,5.50,Tuesday,February
888-02-0338,A,Abuja,Normal,Male,"Electronic accessories",26.23,9,11.80,247.87,2019-01-25,20:24:00,Ewallet,236.07,4.76,11.80,5.90,Friday,January
891-01-7034,B,Lagos,Normal,Female,"Electronic accessories",74.71,6,22.41,470.67,2019-01-01,19:07:00,Cash,448.26,4.76,22.41,6.70,Tuesday,January
891-58-8335,B,Lagos,Member,Female,"Sports and travel",29.61,7,10.36,217.63,2019-03-11,15:53:00,Cash,207.27,4.76,10.36,6.50,Monday,March
892-05-6689,A,Abuja,Normal,Female,"Home and lifestyle",28.32,5,7.08,148.68,2019-03-11,13:28:00,Ewallet,141.60,4.76,7.08,6.20,Monday,March
895-03-6665,B,Lagos,Normal,Female,"Fashion accessories",36.51,9,16.43,345.02,2019-02-16,10:52:00,Cash,328.59,4.76,16.43,4.20,Saturday,February
895-66-0685,B,Lagos,Member,Male,"Food and beverages",18.08,3,2.71,56.95,2019-03-05,19:46:00,Ewallet,54.24,4.76,2.71,8.00,Tuesday,March
896-34-0956,A,Abuja,Normal,Male,"Fashion accessories",21.32,1,1.07,22.39,2019-01-26,12:43:00,Cash,21.32,4.76,1.07,5.90,Saturday,January
898-04-2717,A,Abuja,Normal,Male,"Fashion accessories",76.4,9,34.38,721.98,2019-03-19,15:49:00,Ewallet,687.60,4.76,34.38,7.50,Tuesday,March
